SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.0000, 0, -0.0166, 0.0561, 1.0043, -0.0023, -0.0006, -0.0012, 30.1072, 45.0847, -19.0004, -176.7081, -0.9561, 148.0323, 0.0159, 0.2750, 0.9610, -0.0253, -0.0006, 0.0011, -0.0069, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0100, 1, -0.0166, 0.0561, 1.0043, -0.0018, -0.0004, -0.0015, 30.1086, 45.0762, -18.9991, -176.7067, -0.9563, 148.0329, 0.0159, 0.2750, 0.9610, -0.0253, 0.0003, -0.0004, -0.0054, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0200, 2, -0.0166, 0.0561, 1.0043, -0.0013, -0.0006, -0.0015, 30.1123, 45.0681, -18.9972, -176.7051, -0.9555, 148.0330, 0.0159, 0.2750, 0.9610, -0.0253, 0.0017, 0.0001, -0.0058, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0300, 3, -0.0166, 0.0561, 1.0043, -0.0005, -0.0005, -0.0015, 30.1165, 45.0617, -18.9957, -176.7032, -0.9563, 148.0327, 0.0159, 0.2750, 0.9610, -0.0254, 0.0002, 0.0010, -0.0047, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0400, 4, -0.0166, 0.0561, 1.0042, 0.0003, -0.0001, -0.0016, 30.1178, 45.0586, -18.9950, -176.7019, -0.9573, 148.0334, 0.0160, 0.2750, 0.9610, -0.0254, 0.0001, 0.0011, -0.0058, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0500, 5, -0.0166, 0.0561, 1.0042, 0.0003, -0.0002, -0.0019, 30.1196, 45.0561, -18.9937, -176.6973, -0.9606, 148.0335, 0.0160, 0.2750, 0.9610, -0.0254, 0.0005, -0.0010, -0.0051, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0600, 6, -0.0166, 0.0561, 1.0042, 0.0001, 0.0001, -0.0017, 30.1196, 45.0548, -18.9946, -176.6979, -0.9622, 148.0334, 0.0160, 0.2750, 0.9610, -0.0254, -0.0001, -0.0009, -0.0069, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0700, 7, -0.0166, 0.0561, 1.0042, 0.0000, 0.0005, -0.0019, 30.1170, 45.0544, -18.9973, -176.6987, -0.9629, 148.0338, 0.0160, 0.2750, 0.9610, -0.0254, 0.0003, 0.0011, -0.0037, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0800, 8, -0.0166, 0.0561, 1.0042, -0.0002, 0.0004, -0.0018, 30.1133, 45.0552, -19.0002, -176.6987, -0.9614, 148.0331, 0.0160, 0.2750, 0.9610, -0.0254, 0.0007, 0.0019, -0.0062, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0900, 9, -0.0166, 0.0561, 1.0042, -0.0005, 0.0001, -0.0016, 30.1128, 45.0582, -19.0002, -176.6996, -0.9617, 148.0331, 0.0160, 0.2750, 0.9610, -0.0254, 0.0008, 0.0014, -0.0067, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1000, 10, -0.0166, 0.0561, 1.0042, -0.0005, 0.0001, -0.0016, 30.1154, 45.0616, -19.0023, -176.7022, -0.9587, 148.0334, 0.0160, 0.2750, 0.9610, -0.0254, 0.0004, 0.0025, -0.0068, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1100, 11, -0.0166, 0.0561, 1.0043, -0.0010, -0.0001, -0.0018, 30.1173, 45.0662, -19.0049, -176.7034, -0.9580, 148.0339, 0.0160, 0.2750, 0.9610, -0.0254, 0.0016, 0.0020, -0.0080, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1200, 12, -0.0166, 0.0561, 1.0042, -0.0012, -0.0003, -0.0018, 30.1197, 45.0713, -19.0072, -176.7034, -0.9577, 148.0337, 0.0160, 0.2750, 0.9610, -0.0254, -0.0005, 0.0015, -0.0048, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1300, 13, -0.0166, 0.0561, 1.0042, -0.0010, -0.0004, -0.0019, 30.1227, 45.0769, -19.0090, -176.7028, -0.9580, 148.0342, 0.0160, 0.2750, 0.9610, -0.0254, -0.0004, 0.0022, -0.0060, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1400, 14, -0.0166, 0.0561, 1.0042, -0.0008, 0.0000, -0.0019, 30.1223, 45.0737, -19.0075, -176.7026, -0.9586, 148.0339, 0.0160, 0.2750, 0.9610, -0.0254, 0.0007, 0.0011, -0.0063, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1500, 15, -0.0166, 0.0561, 1.0042, -0.0007, -0.0001, -0.0019, 30.1213, 45.0776, -19.0052, -176.7003, -0.9503, 148.0338, 0.0159, 0.2750, 0.9610, -0.0254, -0.0018, 0.0015, -0.0043, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1600, 16, -0.0166, 0.0561, 1.0042, -0.0000, -0.0006, -0.0015, 30.1211, 45.0839, -19.0032, -176.6992, -0.9492, 148.0327, 0.0159, 0.2750, 0.9610, -0.0254, 0.0002, 0.0021, -0.0060, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1700, 17, -0.0166, 0.0561, 1.0042, 0.0007, -0.0007, -0.0012, 30.1225, 45.0894, -19.0029, -176.6967, -0.9495, 148.0326, 0.0159, 0.2750, 0.9610, -0.0254, -0.0004, 0.0007, -0.0061, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1800, 18, -0.0166, 0.0561, 1.0042, 0.0013, -0.0004, -0.0012, 30.1259, 45.0931, -19.0062, -176.6958, -0.9501, 148.0321, 0.0159, 0.2750, 0.9610, -0.0254, 0.0005, 0.0017, -0.0065, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1900, 19, -0.0166, 0.0561, 1.0042, 0.0015, -0.0009, -0.0010, 30.1279, 45.0960, -19.0055, -176.6956, -0.9482, 148.0320, 0.0159, 0.2750, 0.9610, -0.0254, 0.0001, 0.0010, -0.0055, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2000, 20, -0.0166, 0.0561, 1.0042, 0.0016, -0.0008, -0.0011, 30.1277, 45.0931, -19.0056, -176.6899, -0.9344, 148.0323, 0.0158, 0.2750, 0.9610, -0.0255, -0.0005, -0.0004, -0.0059, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2100, 21, -0.0166, 0.0561, 1.0042, 0.0020, -0.0005, -0.0014, 30.1262, 45.0931, -19.0068, -176.6888, -0.9348, 148.0331, 0.0158, 0.2750, 0.9610, -0.0255, 0.0015, 0.0011, -0.0066, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2200, 22, -0.0166, 0.0561, 1.0042, 0.0022, -0.0003, -0.0018, 30.1248, 45.0976, -19.0084, -176.6887, -0.9354, 148.0340, 0.0158, 0.2750, 0.9610, -0.0255, 0.0011, 0.0007, -0.0055, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2300, 23, -0.0166, 0.0561, 1.0042, 0.0019, -0.0002, -0.0018, 30.1261, 45.1016, -19.0086, -176.6893, -0.9357, 148.0335, 0.0158, 0.2750, 0.9610, -0.0255, 0.0014, 0.0005, -0.0084, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2400, 24, -0.0167, 0.0561, 1.0042, 0.0017, -0.0004, -0.0016, 30.1287, 45.1084, -19.0055, -176.6898, -0.9353, 148.0329, 0.0158, 0.2750, 0.9610, -0.0255, 0.0007, 0.0002, -0.0059, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2500, 25, -0.0167, 0.0561, 1.0042, 0.0017, -0.0004, -0.0013, 30.1319, 45.1075, -19.0029, -176.6962, -0.9420, 148.0326, 0.0158, 0.2750, 0.9610, -0.0254, 0.0013, 0.0015, -0.0045, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2600, 26, -0.0167, 0.0561, 1.0042, 0.0015, -0.0007, -0.0013, 30.1331, 45.1073, -19.0013, -176.6965, -0.9400, 148.0329, 0.0158, 0.2750, 0.9610, -0.0255, -0.0012, 0.0026, -0.0066, 0.0000, 0.0000, 0.0000, 0.0000
