SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, -0.0000, 0, -0.0548, -0.1921, 0.9678, -0.4294, -0.0990, -2.7223, 29.2977, 37.3027, -19.6182, 169.4758, -2.2767, 148.8391, -0.0056, 0.2692, 0.9585, 0.0936, -0.0015, 0.0006, -0.0068, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0100, 1, -0.0547, -0.1921, 0.9679, -0.4277, -0.0980, -2.7110, 29.2994, 37.3004, -19.6150, 169.4772, -2.2843, 148.8385, -0.0055, 0.2692, 0.9585, 0.0936, 0.0006, 0.0008, -0.0046, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0200, 2, -0.0547, -0.1920, 0.9680, -0.4264, -0.0969, -2.7001, 29.3052, 37.3041, -19.6157, 169.4765, -2.2859, 148.8387, -0.0055, 0.2692, 0.9585, 0.0937, 0.0009, -0.0004, -0.0035, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0300, 3, -0.0546, -0.1920, 0.9681, -0.4249, -0.0960, -2.6893, 29.3090, 37.3090, -19.6106, 169.4757, -2.2867, 148.8392, -0.0055, 0.2692, 0.9585, 0.0937, -0.0003, -0.0011, -0.0068, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0400, 4, -0.0545, -0.1920, 0.9681, -0.4235, -0.0952, -2.6787, 29.3071, 37.3138, -19.6072, 169.4747, -2.2878, 148.8399, -0.0055, 0.2692, 0.9585, 0.0937, 0.0026, 0.0021, -0.0059, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0500, 5, -0.0545, -0.1919, 0.9682, -0.4219, -0.0950, -2.6681, 29.3047, 37.3176, -19.6046, 169.4744, -2.2870, 148.8396, -0.0055, 0.2692, 0.9585, 0.0937, 0.0004, 0.0014, -0.0043, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0600, 6, -0.0544, -0.1919, 0.9683, -0.4204, -0.0949, -2.6575, 29.3062, 37.3177, -19.6035, 169.4766, -2.2847, 148.8398, -0.0055, 0.2692, 0.9585, 0.0937, 0.0004, 0.0003, -0.0033, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0700, 7, -0.0544, -0.1919, 0.9684, -0.4190, -0.0953, -2.6470, 29.3147, 37.3104, -19.6066, 169.4767, -2.2836, 148.8394, -0.0055, 0.2692, 0.9585, 0.0936, -0.0004, 0.0011, -0.0061, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0800, 8, -0.0543, -0.1918, 0.9684, -0.4172, -0.0956, -2.6365, 29.3141, 37.3021, -19.6065, 169.4771, -2.2819, 148.8391, -0.0055, 0.2692, 0.9585, 0.0936, -0.0009, 0.0020, -0.0066, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0900, 9, -0.0543, -0.1918, 0.9685, -0.4155, -0.0955, -2.6259, 29.3157, 37.3013, -19.6079, 169.4772, -2.2818, 148.8389, -0.0055, 0.2692, 0.9585, 0.0936, -0.0020, 0.0006, -0.0044, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1000, 10, -0.0542, -0.1918, 0.9686, -0.4136, -0.0948, -2.6153, 29.3146, 37.3021, -19.6089, 169.4779, -2.2828, 148.8391, -0.0055, 0.2692, 0.9585, 0.0936, -0.0006, -0.0002, -0.0037, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1100, 11, -0.0541, -0.1917, 0.9687, -0.4120, -0.0942, -2.6050, 29.3118, 37.3032, -19.6098, 169.4614, -2.2838, 148.8400, -0.0055, 0.2692, 0.9585, 0.0938, -0.0004, 0.0017, -0.0047, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1200, 12, -0.0541, -0.1917, 0.9687, -0.4102, -0.0941, -2.5943, 29.3135, 37.3076, -19.6133, 169.4618, -2.2836, 148.8394, -0.0055, 0.2692, 0.9585, 0.0938, -0.0000, -0.0000, -0.0069, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1300, 13, -0.0540, -0.1917, 0.9688, -0.4085, -0.0936, -2.5838, 29.3158, 37.3112, -19.6161, 169.4622, -2.2845, 148.8392, -0.0055, 0.2692, 0.9585, 0.0938, 0.0023, -0.0007, -0.0041, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1400, 14, -0.0540, -0.1916, 0.9689, -0.4065, -0.0928, -2.5734, 29.3185, 37.3121, -19.6215, 169.4631, -2.2854, 148.8387, -0.0055, 0.2692, 0.9585, 0.0938, 0.0007, -0.0002, -0.0026, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1500, 15, -0.0539, -0.1916, 0.9690, -0.4042, -0.0926, -2.5630, 29.3202, 37.3142, -19.6253, 169.4648, -2.2841, 148.8386, -0.0055, 0.2692, 0.9585, 0.0937, 0.0009, 0.0024, -0.0069, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1600, 16, -0.0539, -0.1916, 0.9690, -0.4022, -0.0926, -2.5530, 29.3191, 37.3189, -19.6273, 169.4597, -2.2820, 148.8396, -0.0056, 0.2692, 0.9585, 0.0938, 0.0007, -0.0001, -0.0068, 0.0000, 0.0000, 0.0000, 0.0000
